probeset_id	array_01.cel	array_02.cel	array_03.cel	array_04.cel	array_05.cel	array_06.cel	array_07.cel	array_08.cel	array_09.cel	array_10.cel	array_11.cel	array_12.cel	array_13.cel	array_14.cel	array_15.cel	array_16.cel	array_17.cel	array_18.cel
dps-miR-2569-star_st	0.74420	0.88042	0.88042	0.94600	0.51040	0.89367	1.63035	0.29329	0.97920	0.19487	1.08998	0.80216	0.84541	0.88042	1.09089	0.64431	1.00888	0.76485
dps-miR-2568b_st	0.74981	1.06254	0.78468	1.42456	0.91735	1.07143	0.83736	1.09911	0.44661	1.03432	0.75970	0.80216	0.55857	1.31457	1.33564	0.73707	0.69078	1.12286
dps-miR-2568b-star_st	0.52337	0.50596	0.76998	0.61053	0.38522	0.60831	0.54387	0.53930	0.56193	1.30310	0.83943	0.63725	1.16078	0.72405	0.40635	0.85097	0.08831	0.38622
dps-miR-2570_st	0.63930	0.61982	0.63214	0.63214	0.66823	0.50368	1.14454	0.57707	0.64595	0.83874	0.50375	0.34571	0.46329	0.63941	0.40168	0.39043	0.86079	0.98326
dps-miR-2570-star_st	0.39950	0.41221	0.29325	0.01085	0.52282	0.10809	0.52398	0.46452	0.48847	0.12255	0.93040	0.34124	0.14497	0.48175	0.80706	0.50573	0.73462	0.70039
dps-miR-2571-star_st	0.39456	0.41035	0.52738	0.46504	0.76047	0.76272	0.26257	0.57793	0.85163	0.44519	0.61865	0.39846	0.64336	0.22888	0.41798	0.72340	0.23761	0.57882
dps-miR-2571_st	0.27588	0.51563	0.51054	0.35970	0.52857	0.46504	0.60858	0.50366	0.82591	0.37092	0.37092	0.64842	0.31146	0.96417	0.64804	0.40228	0.47332	0.66522
dps-miR-2572-star_st	0.48713	0.76460	0.41921	0.78779	0.61200	0.44497	0.57608	0.73017	0.57866	0.55715	1.14090	0.75633	1.07703	0.71134	0.17219	0.73766	0.59692	0.41844
dps-miR-2572_st	0.35295	0.62449	0.38854	1.06060	0.29776	0.72353	1.03834	0.32012	1.15717	0.60948	0.29939	0.68190	0.35234	0.59065	0.43983	0.55231	0.85875	0.61414
dps-miR-2573-star_st	0.84311	0.78468	0.71734	0.62449	0.60736	0.31638	1.07015	0.16985	1.06234	0.85097	0.42468	0.80216	0.23958	0.70561	0.66761	0.46648	0.54500	0.56935
dps-miR-2573_st	0.65783	0.95777	1.44863	0.61913	0.65783	0.53855	0.70815	0.87498	0.46504	0.65783	0.65783	0.34611	0.75521	0.78468	1.26205	0.40923	1.39619	0.48272
dps-miR-2574a_st	0.09445	0.32355	0.35232	0.62449	0.34611	0.50315	0.45226	0.65783	0.34252	0.42819	0.47088	0.61065	0.30561	0.50248	0.77151	0.54555	0.39849	0.65846
dps-miR-2574a-star_st	1.01044	1.09680	0.73124	0.29357	0.47721	0.29357	0.61385	0.39339	0.46072	0.32995	0.76502	0.89756	0.87162	0.61548	0.61385	0.54640	1.09356	0.54483
dps-miR-2575_st	0.58489	0.93393	0.98744	1.12708	0.92376	1.27345	0.43220	0.96415	0.60439	0.86670	1.23156	1.34491	0.85085	1.09833	0.76930	0.71227	1.12631	1.27331
dps-miR-2575-star_st	2.27766	2.75877	2.30788	2.85530	3.23787	1.39327	1.14808	2.15026	1.36822	2.59735	1.82482	1.43482	1.31457	1.16954	0.90958	2.19246	1.34427	1.67582
dps-miR-2576_st	0.79443	0.61980	0.53720	0.59898	0.65850	0.70213	0.90174	0.65060	0.82078	0.65850	0.79177	1.12507	1.05894	0.47885	0.87220	0.47582	1.23488	0.51171
dsi-miR-977_st	0.50009	0.41013	0.46504	0.72714	0.51447	0.51328	0.66253	0.30480	0.66314	0.85097	0.39157	0.84651	0.57062	0.52500	0.60445	0.45538	0.27458	1.02529
dsi-miR-978_st	0.86461	0.52936	0.84690	0.80426	0.40833	0.67379	0.63944	0.86363	0.11339	0.56541	0.81170	0.82819	0.49539	0.70123	0.63360	0.33616	1.03073	0.22692
dsi-miR-1012_st	0.60015	0.25381	0.58280	0.84325	0.40317	0.65783	1.09565	0.66485	0.46504	1.02761	0.69593	0.61410	0.57698	0.59041	0.74545	0.65882	0.46372	0.40650
dsi-miR-1012-star_st	0.61090	1.37239	0.55067	0.78468	0.87750	0.90797	0.96347	0.93843	0.90538	1.52150	0.92006	0.70257	0.80381	0.86122	0.93966	0.67146	1.04076	0.72727
dsi-miR-1003-star_st	0.34517	0.53199	0.53199	1.34332	0.28144	0.77694	0.51518	1.15883	1.16575	0.84014	0.29015	0.56778	0.32728	0.37592	0.36177	0.84763	0.33313	0.52842
dsi-miR-1003_st	1.16112	0.78468	2.08129	1.27787	1.78627	1.51167	1.16980	0.88888	1.79402	0.74856	0.80852	0.53188	2.52471	1.38562	2.37837	1.06721	0.59912	0.89323
dsi-miR-991-star_st	0.85172	1.22972	1.51306	0.70660	1.22381	0.81331	1.62371	1.05240	0.55403	0.86822	0.65783	1.04640	1.89696	0.86889	0.77637	0.50037	0.93993	0.86204
dsi-miR-991_st	0.67365	1.15596	0.95777	0.83632	0.70258	1.09290	1.01787	1.09660	0.95294	0.85097	0.47749	0.71739	0.72340	0.62082	0.80140	0.82978	0.86038	0.74129
dsi-miR-986_st	0.65186	0.97048	0.20459	0.48555	0.24371	0.56819	0.70411	0.42609	0.22773	0.48555	0.48555	0.36662	0.60051	0.49935	0.43685	0.27237	0.48410	1.07880
dsi-miR-986-star_st	1.84453	1.75983	1.35032	1.14922	1.20866	1.45802	1.71599	1.12286	1.33105	1.66719	1.08998	1.48089	1.65282	1.57581	0.82287	1.26748	0.70052	1.17838
dsi-miR-987_st	0.91311	0.74629	1.15017	1.44404	0.74289	0.92138	0.88661	1.01419	0.54620	0.86011	1.02565	0.85719	0.87144	0.74629	0.77418	0.87898	0.75984	1.49653
dsi-miR-987-star_st	3.71648	4.35835	3.63189	1.80280	3.62695	3.70664	2.28961	3.84165	3.50362	3.23950	4.49849	3.76661	4.53793	3.81675	4.29527	3.50266	4.57729	3.37956
dsi-miR-988-star_st	0.33658	0.51620	0.66390	0.75070	0.97032	0.93115	0.71745	0.47885	0.59125	0.47231	0.62159	0.60767	0.53723	0.59815	0.66792	0.67175	0.54939	0.52765
dsi-miR-988_st	0.77283	0.43855	0.37841	0.35615	0.48822	0.56819	0.92500	0.88428	0.43855	0.69310	0.75647	0.66798	0.78494	0.81995	0.52135	0.68488	0.48028	1.50525
dsi-miR-967_st	0.49392	0.67627	0.25637	0.35126	0.55553	1.08734	0.34611	0.70961	0.32355	1.75368	1.08998	0.96560	0.62179	0.47885	0.11561	0.65075	0.33553	0.13765
dsi-miR-967-star_st	0.92154	1.14693	0.51785	0.65421	0.85058	0.90302	1.15901	1.12286	1.25176	0.85097	1.08998	1.00848	0.61793	0.81013	0.93945	0.52940	1.18821	0.74719
dsi-miR-1002_st	1.36667	1.28960	0.24370	0.84465	1.07698	1.18928	0.81798	0.98481	1.27351	0.86623	0.54286	2.19000	0.41939	2.69317	1.10797	1.26292	0.65729	0.90163
dsi-miR-1002-star_st	1.06885	1.03571	1.35950	1.04493	1.22380	1.07827	0.91477	1.29530	0.83648	1.38581	0.90886	1.22259	0.76979	1.05944	1.88419	1.22381	1.48520	0.74305
dsi-miR-968_st	1.06721	0.76896	0.87153	0.89063	0.64822	0.53973	0.79655	1.36109	0.74253	0.64822	0.64822	0.81344	0.89413	0.78468	0.61609	0.55369	0.69313	0.79289
dsi-miR-968-star_st	0.63030	0.75715	0.62156	0.53449	1.42741	0.47925	0.48623	0.63030	0.61420	0.65783	0.50375	0.62089	0.44853	0.45526	0.66172	0.54555	1.00319	0.55976
dsi-miR-1006-star_st	0.63611	0.84726	0.50412	1.08421	0.81173	0.65783	0.65765	0.66540	0.73303	1.21584	0.69943	0.72763	1.15914	0.66540	1.26619	0.95502	1.23316	0.99722
dsi-miR-1006_st	0.75479	0.62449	0.62449	0.67946	0.70388	0.45927	1.10377	0.57506	1.10377	0.38755	0.52216	0.78925	0.73599	0.51264	0.37316	0.54028	0.71567	0.77580
dsi-miR-958_st	1.34326	1.99119	1.34326	1.34332	1.88012	1.89692	1.44003	1.66125	2.04036	1.27071	1.39014	0.86126	1.74814	0.63435	0.96728	0.90393	0.85691	0.77572
dsi-miR-958-star_st	0.44129	0.47012	0.36422	0.52955	0.67704	0.63833	0.43959	0.65783	0.45570	0.53929	0.30030	0.50590	0.47181	0.32724	0.41457	0.39989	0.59267	0.32210
dsi-miR-955_st	0.30433	0.53245	0.15519	0.88112	0.44552	0.45680	0.52651	0.69334	0.25798	0.31281	0.34477	0.41858	0.41104	0.58365	0.34546	0.47439	0.47247	0.59619
dsi-miR-955-star_st	0.52549	0.47455	0.39350	0.66770	0.46318	0.31926	0.80522	0.47555	0.65395	0.69266	0.59668	0.62933	0.45833	0.20459	0.65247	0.40923	0.55675	0.90801
dsi-miR-190-star_st	1.47349	0.77120	0.50858	0.43792	0.50171	0.64701	0.50375	0.36547	0.94243	0.83473	1.12667	0.30868	0.30623	0.37327	0.40431	0.62437	0.47892	0.52870
dsi-miR-190_st	3.74344	3.39089	2.59883	2.64606	2.68732	2.61084	1.88472	2.64350	1.37416	1.39176	1.83475	2.09951	2.28183	2.95436	1.28939	1.57603	2.59883	2.29633
dsi-miR-193-star_st	0.56372	0.49073	0.48541	0.46504	0.52411	0.43442	0.36647	0.47199	0.47201	0.29346	0.95622	0.76509	0.43975	0.45316	0.66480	0.37627	0.35216	0.93935
dsi-miR-193_st	0.54606	0.78468	0.32869	0.84842	0.82655	0.90188	0.76135	0.70174	0.48018	0.84529	0.80083	0.72983	0.97866	0.33658	1.26372	1.38043	1.66762	0.68765
dsi-miR-995-star_st	0.72992	0.91735	0.59242	0.59771	0.81818	1.15017	0.67046	0.67683	0.57270	0.47878	0.82810	0.64842	0.73274	0.91735	0.72992	0.64357	0.60810	1.01836
dsi-miR-995_st	0.55675	0.85784	0.69839	0.80725	1.21658	0.75008	1.15212	0.66406	0.93695	0.68564	0.73087	0.60896	0.40018	0.76952	0.46840	0.57347	0.46564	0.76952
dsi-miR-999-star_st	0.96564	0.87397	1.22894	1.17491	0.48663	0.94937	1.54130	0.88428	1.12514	1.06195	0.73492	0.91954	0.69539	0.89756	1.02820	1.03073	0.72748	0.66391
dsi-miR-999_st	0.43621	0.78468	0.66033	1.02487	0.58801	0.83592	0.27662	0.66765	1.06345	0.55586	0.55586	0.82658	0.62531	0.82781	0.18345	0.49349	1.11776	0.43961
dsi-miR-1000_st	0.57369	0.70717	0.28661	0.55407	0.58032	0.58032	0.43513	0.58032	0.62449	0.52069	0.74685	0.89118	0.58695	1.04535	0.33030	0.62757	0.47924	0.41451
dsi-miR-1000-star_st	5.98849	5.88471	5.83877	4.81352	5.23608	5.39216	5.47906	5.24081	4.18701	4.96895	5.68022	5.42210	7.74384	7.61101	7.59985	7.66486	7.40966	7.40503
dsi-miR-929_st	0.60788	0.70362	0.64328	0.35908	0.61740	0.97920	0.66896	0.55794	0.39576	0.46968	0.83395	0.21090	0.94819	0.35537	0.48548	0.58556	1.16235	0.84695
dsi-miR-929-star_st	0.85186	1.04500	0.43230	1.12919	1.05509	0.79555	0.94481	1.35371	1.16227	0.76363	0.70102	0.79668	0.44637	1.85316	0.99390	0.94722	0.76031	0.71938
dsi-miR-993-star_st	0.53417	0.49497	0.50084	0.51753	0.51753	0.34139	0.51753	0.57811	-0.01047	0.22321	0.78574	0.34611	0.93878	0.78468	0.38496	0.40923	0.59216	0.51753
dsi-miR-993_st	0.45310	0.95295	0.62449	0.89726	0.62081	0.60935	0.83450	1.03165	0.62449	0.89181	0.50556	0.54167	0.69215	0.47736	0.56580	1.32175	0.57884	0.24246
dsi-miR-1010-star_st	0.88645	1.30759	1.39532	1.51086	0.58484	1.00328	0.52292	1.02839	0.61880	0.89566	0.67300	0.78264	0.64828	0.69749	0.66515	0.52603	1.16933	0.94568
dsi-miR-1010_st	0.43197	0.46504	0.57348	1.02327	0.33164	0.50493	0.47128	0.47885	0.73293	0.45615	0.45615	0.29420	0.52782	0.48642	0.39743	0.41218	0.54578	0.71727
dsi-miR-252_st	0.64042	0.68314	0.56518	0.52296	0.50375	0.38132	0.34783	0.37731	0.62449	0.77591	0.00082	0.65015	0.57001	0.20459	0.80481	0.46183	0.67483	0.24457
dsi-miR-252-star_st	0.71525	0.83455	0.46504	0.66146	0.50224	0.72797	0.36349	0.65783	0.62249	0.63974	0.53461	0.77233	1.13597	0.91965	0.70519	0.48672	0.87456	0.36880
dsi-miR-1005-star_st	0.59817	0.60312	0.95147	0.33876	0.32473	1.12880	0.33876	0.65783	0.60312	0.63792	0.63792	0.64842	0.23463	0.47895	0.63527	0.66532	0.67254	0.48837
dsi-miR-1005_st	0.39793	0.62449	0.55430	0.78462	0.29323	0.40108	0.75121	0.29323	0.45070	0.59301	0.50402	0.64842	0.36998	0.26594	0.92218	0.49849	0.36709	0.76194
dsi-miR-961_st	0.67554	0.34616	0.40097	0.64048	0.39317	0.45840	0.52953	0.47007	0.69677	0.53895	0.27027	0.64842	0.46645	0.61173	0.72897	0.43529	0.32555	0.63229
dsi-miR-961-star_st	2.65133	2.13470	1.52315	1.97439	1.98433	2.79286	1.23690	1.43442	1.71611	1.48434	1.98347	0.95093	1.32626	1.31457	1.65055	1.18477	1.42206	0.97510
dsi-miR-965_st	0.33658	0.36272	0.63913	0.47968	0.30232	0.35192	0.54292	0.87940	0.78340	1.07659	0.72532	0.26903	0.57001	0.23006	0.21622	0.25022	0.43402	0.36075
dsi-miR-965-star_st	0.34441	0.70637	0.86506	1.64322	0.46857	0.46504	1.09268	1.12561	0.97741	1.17088	0.81127	0.76952	1.36694	1.18068	1.22907	1.40013	0.90578	0.97741
dsi-miR-963_st	0.55675	0.45077	0.91190	0.93935	0.89200	0.33133	0.47333	0.48468	0.81013	0.63097	0.50375	0.79690	1.08408	0.66625	0.74358	0.54555	0.61742	0.60964
dsi-miR-963-star_st	0.24377	0.63059	0.64632	1.07045	1.15424	0.56819	0.34611	0.42221	0.60932	0.48991	1.14165	0.15617	0.30419	0.62390	0.53045	0.25187	0.83783	0.51562
dsi-miR-964_st	0.88969	0.74755	0.48710	0.90700	0.78626	1.62448	0.52563	0.63890	0.97281	0.26088	1.07381	0.82745	0.66885	0.92151	0.70860	1.39552	0.71567	0.87747
dsi-miR-964-star_st	0.26593	0.47388	1.21002	0.48944	0.82336	0.58884	0.58239	1.03460	0.44816	0.50375	0.65783	0.92898	0.69958	0.89126	0.92218	1.08876	0.56395	0.59836
dsi-miR-932_st	0.46974	0.48520	0.90727	0.29717	0.51469	0.17113	0.34611	0.67799	1.37111	0.52391	0.83099	0.36302	0.58796	0.54178	0.57493	0.83390	0.59993	0.51218
dsi-miR-932-star_st	0.73646	1.15017	0.42114	0.60440	0.63659	0.30830	0.47241	0.77909	0.59137	1.01804	0.61392	1.28173	0.57001	0.49546	0.54153	0.82419	0.52847	0.89545
dsi-miR-969-star_st	0.66934	0.51787	0.32869	0.56386	0.65783	0.53090	0.49125	0.83611	0.38741	0.47510	0.54043	0.44019	0.46492	0.77218	0.47021	0.48491	0.55675	1.11036
dsi-miR-969_st	0.11561	0.41410	0.54595	0.32674	0.44047	0.85726	0.42185	0.52461	0.45445	0.72101	0.70318	0.84785	0.63665	0.67760	0.57914	0.76281	0.92365	0.48142
dsi-miR-980-star_st	0.33658	0.78544	0.38389	0.30622	0.31574	0.68577	1.47622	0.65859	0.62449	0.85173	0.42640	0.39023	0.88101	0.44848	1.12574	1.38141	0.62295	0.85198
dsi-miR-980_st	0.59915	1.22219	0.80378	0.79083	1.06652	0.81250	0.35226	0.65783	1.53115	0.87114	0.82866	0.80216	0.57617	0.47885	0.96161	0.62451	0.71567	0.34563
dsi-miR-927_st	0.60422	0.43265	0.71096	0.51604	0.65967	1.31457	0.34611	0.65783	0.24653	0.48140	0.41770	0.39712	0.33764	0.83568	0.59655	0.51263	0.53309	0.48276
dsi-miR-927-star_st	0.65466	0.69851	0.74485	1.01814	1.05682	0.71771	1.18481	0.72298	0.92932	0.65783	0.49563	1.46409	1.17117	0.22080	0.22811	0.41904	0.45092	0.68396
dsi-miR-981-star_st	1.03684	1.21637	1.27626	0.60255	1.34989	1.19545	1.48559	1.89652	0.62927	0.69784	1.46951	0.80216	0.57001	0.99426	1.11627	1.34598	0.98647	0.93583
dsi-miR-981_st	0.83177	0.46504	0.44583	0.46899	0.52889	0.44192	0.53878	0.18673	0.49019	0.22321	0.63471	0.46975	0.55179	0.31182	0.38159	0.38427	0.60704	0.47852
dsi-miR-970-star_st	0.41250	0.61330	0.43128	0.41553	0.65783	0.77955	0.34611	0.55476	0.62004	1.19518	0.65874	0.19677	0.38186	0.60463	0.37258	0.09659	0.41698	0.28535
dsi-miR-970_st	0.91377	0.61638	0.55317	0.60545	0.80267	0.73391	0.80267	0.63081	0.77646	0.54488	0.52212	0.68921	1.42177	0.78468	0.40843	0.52073	0.57657	0.42318
dsi-miR-375-star_st	1.44011	0.30168	0.25846	0.85670	0.65783	0.59059	0.47165	1.21479	0.42944	0.55762	0.33003	0.39998	1.10480	0.39046	1.19990	0.40923	0.55675	0.98324
dsi-miR-375_st	0.33814	0.46504	0.43896	0.52310	0.10068	0.49898	0.50531	0.88428	0.15071	0.28126	0.03752	0.48782	0.43533	0.57590	0.40311	0.59372	0.47744	0.69771
dsi-miR-992-star_st	0.66795	0.54136	0.21716	0.34905	0.54513	0.65783	1.16168	0.57236	0.48918	0.52746	0.77447	0.86779	0.48688	0.30650	0.25374	0.34842	0.54847	0.47549
dsi-miR-992_st	0.76467	0.58577	0.79467	0.95056	0.67925	0.54927	0.93499	1.12286	0.81108	0.46739	0.57116	1.19536	0.75966	1.13285	0.55554	1.10323	0.42754	0.93935
dsi-miR-137-star_st	0.45436	0.47140	0.46504	0.19209	0.70292	0.45436	0.70494	0.48685	0.48781	0.41439	0.54884	0.54631	0.46447	0.09676	0.71745	0.54555	0.55675	0.34611
dsi-miR-137_st	0.72015	0.74146	0.39100	0.46504	0.75242	0.64111	0.44812	0.75242	0.56706	0.61783	0.76402	0.44812	0.67203	0.50855	0.65919	0.47155	0.73438	0.45202
dsi-miR-960_st	0.76836	1.47152	0.65003	0.82237	0.97364	0.80812	1.24634	1.12286	0.94584	1.33676	1.01890	0.68004	1.27314	0.90980	0.87175	0.73058	0.70704	1.30479
dsi-miR-962_st	0.39696	0.62449	0.38906	0.78101	0.66150	1.34475	0.98537	0.61350	0.59970	0.79249	0.63861	0.48161	0.47976	0.57317	0.46673	0.72569	0.64983	0.62920
dsi-miR-989_st	0.29193	0.76650	0.32869	0.38092	0.86487	0.57864	0.86043	0.59327	0.78498	0.46318	1.27755	0.48265	0.46297	0.46274	0.41680	0.55600	0.53857	0.44215
dsi-miR-957_st	1.00332	1.28384	1.87590	1.06596	1.65163	1.49168	0.94522	2.34268	0.53838	1.34719	0.87265	1.08740	0.64349	0.99950	0.93227	0.88387	0.84010	0.97601
dsi-miR-1013_st	0.56378	0.45112	0.60121	0.78595	0.54411	0.59261	0.84501	0.78540	0.46504	0.78540	0.64533	0.59437	0.69758	0.61200	0.84501	1.35137	1.94461	0.77599
dsi-miR-1011_st	0.51042	0.55982	0.71927	0.59703	0.82336	0.40190	0.90669	0.66809	0.51280	0.39326	0.41305	0.49537	0.77759	0.49159	0.64033	0.39540	0.55675	0.59703
dsi-miR-975_st	1.21662	1.51736	0.65089	0.63471	1.02996	0.97920	0.94701	0.83188	1.13015	0.34611	0.56427	0.83112	0.81852	0.81852	0.61784	0.51520	1.05025	1.68099
dsi-miR-976_st	0.49692	0.43491	0.52627	0.42774	0.18744	0.36695	0.63409	0.42273	0.54114	0.76761	0.44763	0.34611	0.52324	0.75454	0.78215	0.73967	0.47787	0.85600
dsi-miR-978-as_st	0.25773	0.38457	0.36361	0.67169	0.47935	0.89414	0.30507	0.92550	0.80072	0.72619	0.50375	0.34611	0.48383	0.23951	0.50683	0.23083	0.48041	0.33033
dsi-miR-iab-4-as_st	0.70354	1.99469	0.60663	1.06868	1.03074	0.97920	0.38573	0.94481	1.64401	0.39182	0.54946	1.14173	0.76997	0.71986	0.84164	0.27217	0.86038	0.94481
dsi-miR-iab-4-as-star_st	0.40860	0.93212	0.78468	0.59084	0.47614	0.97920	0.47614	1.02616	1.12664	0.95441	0.76960	0.79031	0.03743	0.47847	0.40635	0.43801	0.90380	0.91286
dsi-miR-1001_st	0.36264	0.70127	0.70127	0.98053	0.70694	0.53243	0.54196	1.01091	0.42234	0.60613	0.54196	0.89923	1.12286	0.42715	0.49281	0.43529	0.74173	0.42288
dsi-miR-1001-star_st	0.13419	0.78468	0.67071	0.58751	0.56721	0.51186	0.41313	0.34296	0.68081	0.30536	-0.03469	0.32652	0.72783	0.78468	0.46267	0.45493	0.94066	0.63790
dsi-miR-959_st	1.12009	1.76594	0.26302	0.37404	1.91578	0.16781	0.92667	0.73485	0.62449	1.03225	0.65783	0.36933	0.64165	0.69003	0.29971	0.90940	0.79269	0.86290
dsi-miR-2577_st	1.13752	1.01307	1.52451	0.72729	0.82336	1.33922	0.77274	1.09515	1.01197	0.65783	0.55905	1.51077	1.50361	1.51077	1.31885	0.60879	1.03963	0.99014
dsi-miR-2489_st	0.20914	0.50874	0.42387	0.33565	0.49959	0.46504	0.59363	0.67383	0.45224	0.70656	0.64096	0.32466	0.49095	0.78468	0.47315	0.73688	0.49095	0.39484
dsi-miR-2578_st	0.66044	0.80149	0.39481	0.80149	0.72806	0.49796	0.50636	0.88688	1.08013	0.49856	0.57398	0.57819	0.58682	0.54908	0.98234	0.73555	0.48962	0.93935
dsi-miR-2579_st	0.89746	0.82811	0.86411	0.53084	0.60580	0.99236	1.08051	0.56418	0.92672	1.00991	1.20932	0.94517	0.78508	0.88508	0.62502	0.76056	0.78245	0.74882
dsi-miR-982c_st	0.08109	0.58726	0.24412	0.82420	0.46219	0.46504	0.35475	1.27302	0.46504	0.09913	0.34611	0.26938	0.45891	0.24412	0.39144	0.86264	0.30413	0.43992
dsi-miR-982b_st	0.90338	0.45569	0.66210	0.85240	0.37478	0.70625	0.53243	0.99621	0.35223	0.50123	0.37478	0.38498	1.08012	0.36526	0.43503	0.81031	0.54775	0.77679
dsi-miR-982a_st	0.46899	0.41512	0.49782	0.59026	1.46958	0.84609	1.04952	0.65783	0.69013	0.56939	0.86862	0.68120	0.41939	0.54189	0.54555	0.57833	0.54460	0.70139
dsi-miR-303_st	2.27925	2.55248	1.43418	1.26109	1.36640	1.13424	1.72300	0.77106	1.04509	1.53836	1.32066	0.95543	2.81924	1.79946	0.59104	1.11059	0.91750	1.83672
dsi-miR-2580_st	0.46083	0.18497	0.32602	0.46504	0.46707	1.50402	0.28677	0.37532	0.43373	0.46375	0.21835	0.61139	0.57001	0.44824	0.39724	0.34989	0.32602	0.45766
dsi-miR-2581_st	0.23672	0.72560	0.34794	0.72520	0.65110	0.72560	0.92500	0.48274	0.80411	0.35928	0.54942	0.69409	0.97509	0.99793	0.59122	0.39051	0.41137	0.22986
dsi-miR-2582a_st	0.31824	0.54268	0.62449	0.78468	0.67238	1.04480	0.57760	0.55029	0.88814	0.50375	0.52908	0.53573	0.51813	0.66508	0.34709	0.43623	0.43318	0.39400
dsi-miR-2582a-star_st	0.57484	0.36355	0.20459	1.05869	0.17684	0.35026	0.92963	0.53661	0.54967	0.34254	0.58300	0.62017	0.70541	0.63900	0.83678	0.74304	0.61452	0.40387
dsi-miR-2494_st	0.57917	0.24979	0.62870	0.93596	0.83529	0.69369	0.93396	0.26359	0.64250	0.34611	0.52357	0.47161	0.58304	0.80265	0.40493	0.98706	0.26974	0.61094
dsi-miR-2494-star_st	0.83265	0.90523	1.80816	0.97758	0.96219	0.79666	0.85362	0.95808	0.65717	0.60132	0.64258	0.95093	0.86398	1.22043	0.81502	0.78525	0.96501	0.53024
dsi-miR-2582b-star_st	0.36440	0.36135	0.80611	0.38981	0.40764	0.36440	0.50250	0.73262	0.80594	0.63324	0.53157	0.65050	0.90041	0.26612	0.52096	0.43708	0.34528	0.49686
dsi-miR-2582b_st	0.18997	0.46504	0.53343	0.58169	0.18879	0.72225	0.62638	0.44834	0.64378	0.62039	0.50780	0.42611	0.49939	0.80546	0.32128	0.41356	0.58584	0.46275
dsi-miR-983_st	0.39546	0.62449	0.68693	0.71284	0.42633	0.52748	0.50375	0.39834	0.39321	0.50375	1.70191	0.27427	0.11179	0.54128	0.71745	0.46504	0.23104	0.41151
dsi-miR-983-star_st	0.49401	0.68229	0.62449	0.55008	0.65783	0.55008	0.45762	0.65783	0.40859	0.93600	0.40124	0.95093	0.96834	0.69680	0.73575	0.75036	0.36878	0.65548
dsi-miR-2583_st	0.67587	0.62991	0.60663	1.06344	0.48589	1.31662	0.67020	1.08121	0.69932	0.65783	0.36415	0.80216	0.57001	0.55027	0.64230	0.85097	0.58425	0.65846
dsi-miR-2583-star_st	1.01144	0.73334	1.06279	0.87452	0.62742	1.15017	0.96444	1.62356	0.68484	1.06195	0.51910	0.99038	1.25224	1.44470	0.26762	0.94911	1.00226	0.41166
dsi-miR-2584-star_st	0.59254	0.65194	0.78082	0.28126	0.58211	0.56819	1.03296	1.24968	0.62137	0.78465	0.72281	0.99564	0.33845	0.67233	0.73245	0.39975	0.54620	0.67891
dsi-miR-2584_st	0.65783	0.35459	0.62449	0.62577	0.35958	0.99177	0.52457	0.61522	0.33005	0.34484	0.64012	0.25723	0.41939	0.50401	0.65578	0.47782	0.41128	0.40832
mtr-miR169p_st	0.47648	0.06557	0.34998	1.42957	0.36859	1.15017	1.06490	0.23765	0.46504	0.52315	0.81962	1.31457	0.69335	0.36454	0.36454	0.66532	0.60122	0.21891
mtr-miR2585a_st	1.27737	1.51084	3.16723	1.60857	1.58774	2.40810	1.79069	1.08902	1.19121	2.01587	2.48288	1.63624	1.36751	2.44794	1.49948	2.71710	1.44183	1.07227
mtr-miR2585b_st	1.91108	2.17521	2.82507	1.25493	1.53545	1.36267	0.92500	1.46679	1.23543	0.75999	1.19569	1.52399	1.48563	2.39484	1.18900	1.28696	1.24211	1.94446
mtr-miR2586_st	0.19456	0.35833	0.70745	0.72193	0.86944	0.65783	0.68595	0.52493	0.37943	0.80050	0.52830	1.04456	0.85275	0.58853	1.15405	0.59142	0.45181	0.83062
mtr-miR2587a_st	0.36108	0.70719	0.63004	0.46504	0.61074	0.41362	0.80014	0.70010	0.70719	0.29578	0.17513	1.12286	0.52194	0.45990	0.47892	0.09506	0.34028	0.44395
mtr-miR2587b_st	0.59729	0.85747	0.58372	0.54132	0.17540	0.65783	0.18106	0.92190	0.50814	1.03841	0.17062	0.66191	0.64629	0.72232	0.56743	0.57031	0.55675	0.42238
mtr-miR2587c_st	0.56324	0.59215	0.37045	0.43270	0.41694	0.67824	0.44051	1.09052	0.71889	0.68204	0.76788	0.74282	0.31492	0.38425	0.65053	0.21952	0.48886	0.34678
mtr-miR2587d_st	0.39526	0.90272	0.53835	0.62449	0.60278	0.53469	0.71745	1.01779	0.83416	0.60682	0.58316	0.59337	0.63966	0.54849	0.45095	0.62895	0.51077	0.77271
mtr-miR2587e_st	0.64805	0.78468	0.35633	0.62135	0.65549	0.65949	1.00014	0.95953	0.71579	0.74644	0.43741	0.67169	0.65079	0.85280	0.73194	0.31036	0.56659	1.13240
mtr-miR2587f_st	0.02939	0.33170	0.90941	0.31061	0.57769	0.62061	0.36016	0.44222	0.78344	0.47500	0.32407	0.45248	0.39064	0.49553	0.24128	0.73926	0.68692	0.22986
mtr-miR2588a_st	0.50960	0.27640	0.97783	1.12768	0.34611	0.46028	0.32353	0.47885	0.58398	0.67789	0.46981	0.77212	0.94506	0.63900	0.49840	0.37080	1.23080	0.69251
